#Table1
objID,ra,dec,psfmag_r
1237680065885241348,346.50240409612,-4.89681308496425,13.7257
1237680065885241451,346.502565442865,-4.93966667288227,18.87707
1237680117417050283,346.573532786367,-5.15871517485835,18.9031
1237680117417115728,346.631436045287,-4.96913110477099,17.76312
1237680117417115826,346.69552966072,-5.14440823959534,19.3053
1237680117417115834,346.760114597224,-5.042962399785,19.34887
1237680117417050188,346.523654321473,-5.09908084693071,18.37122
1237680117417050268,346.525035553169,-5.15666796833933,18.77808
1237680117417115708,346.613203526517,-4.99648679091318,17.62303
1237680117417115710,346.615076152426,-4.97001105854389,16.95511
1237680117417115665,346.688569274725,-4.96862301265874,16.85175
1237680065885307007,346.762656094847,-4.92922353520031,17.28342
1237680117417115720,346.62205512654,-5.12892326321167,16.40742
1237680117417115804,346.622257736697,-5.02132296773612,19.27067
1237680117417115811,346.623187801007,-5.05468912454385,19.15681
1237680117417115770,346.69360850069,-5.13476828811138,18.54456
1237680117417115669,346.693782921207,-5.16186484447395,19.03405
1237680117417115713,346.616730825444,-4.96238818162151,17.2584
1237680117417115768,346.692009969082,-4.98724678469317,18.59213
1237680117417115676,346.692696969339,-4.96379306272418,15.12308
1237680117417181186,346.76850533223,-5.0647844163043,15.76481
1237680117417050117,346.537828328371,-5.01847650575901,15.75892
1237680065348370818,346.538324568033,-5.18005419801483,19.60251
1237680117417115726,346.627178040316,-5.07372249537917,17.8922
1237680117417115772,346.698127056963,-5.044522728647,18.18069
1237680065885307035,346.77166372964,-4.87486069669046,18.66217
1237680117417181442,346.771717689568,-5.02219615534426,19.12982
1237680117417050214,346.556606818938,-5.01883823629162,18.39733
1237680117417050280,346.5576013131,-5.0881840886824,19.36701
1237680065885241367,346.558169320762,-4.87992453743893,15.73264
1237680117417115735,346.634715162078,-5.14051732089737,17.24096
1237680065348435996,346.707168042766,-5.19865040501314,13.90431
1237680117417115845,346.707628606624,-5.14685041706819,19.44883
1237680065885306917,346.708410012418,-4.91438188000419,15.85907
1237680117417181330,346.77784046081,-4.97166817022627,17.38733
1237680117417181564,346.778867739845,-5.1578557145773,19.47612
1237680117417050196,346.538557064307,-5.09368170918659,16.72121
1237680117417115807,346.624026002309,-4.99292627929909,19.24978
1237680117417115870,346.624242889044,-5.0232455242507,19.59372
1237680117417115723,346.624877729332,-5.04268540065311,17.98203
1237680117417115780,346.700291326232,-5.05949046420309,18.21227
1237680117417115777,346.700502874887,-5.02046148786195,18.12672
1237680117417115774,346.700938545166,-4.98820588698546,18.19173
1237680117417115679,346.701210331005,-5.07099208902955,15.94059
1237680065885241414,346.566481178251,-4.89684703227633,18.80492
1237680117417115741,346.643610128614,-5.13086171436829,14.55437
1237680065348436090,346.711224401781,-5.18271327589076,17.89815
1237680065885306918,346.711397194038,-4.91460760647146,19.38077
1237680117417115683,346.712789770514,-5.04987337475314,15.09984
1237680117417181346,346.789466436015,-5.17068157599565,16.73964
1237680117417181343,346.790134208666,-5.08244343440731,17.97401
1237680065885241371,346.559753358057,-4.93123824738659,15.22547
1237680117417115736,346.633672702808,-5.14047491356742,16.27818
1237680117417115730,346.63389935528,-5.09616481913283,17.87118
1237680065885306989,346.706031846695,-4.87778066365539,18.08905
1237680117417181328,346.775391827377,-4.99550863590282,18.7612
1237680065885307012,346.775619679032,-4.88632895962254,17.28187
1237680117417050285,346.585817039305,-5.05012995011526,19.38218
1237680117417115692,346.723656896133,-5.04725767299105,15.83445
1237680117417115828,346.724059834759,-5.08712818980435,19.04545
1237680065885372426,346.781977449358,-4.92865524529737,18.40427
1237680117417181332,346.782845777138,-4.96560651069599,16.13552
1237680117417050270,346.533002827495,-5.16248734826133,19.10003
1237680117417050239,346.595762604816,-5.0316344059221,17.4469
1237680065885307044,346.66298612398,-4.89521410264504,19.43778
1237680117417115753,346.663467807408,-5.05025429218636,18.72133
1237680117417115755,346.663731098524,-5.12837136878521,16.27962
1237680117417115788,346.73194053595,-4.98387673357289,17.95915
1237680117417181467,346.801906788828,-5.15528164998624,19.27616
1237680065348501526,346.803664346196,-5.20192399344581,13.38445
1237680117417181447,346.803713298355,-4.99045409976235,18.99286
1237680117417050162,346.488087329385,-5.01953865716669,18.48141
1237680117417050165,346.488652787273,-5.09640872779883,18.23434
1237680117417050171,346.498639730821,-4.95700560369343,19.07114
1237680065348370534,346.499245467184,-5.1803431304034,17.82062
1237680065885241446,346.499466093817,-4.90630595366266,19.27659
1237680117417050225,346.563805739197,-4.99673656123431,19.01454
1237680117417050227,346.564307559335,-5.00406363454598,18.85174
1237680117417115652,346.640963144858,-4.98114688268244,19.16084
1237680117417181334,346.781546070881,-5.15941319353908,18.5298
1237680117417050124,346.568891641226,-4.98204323004333,19.41133
1237680065885306956,346.646040876103,-4.91070825408646,17.85568
1237680065885306883,346.646892416945,-4.92552064874537,11.59017
1237680065885372425,346.784106342409,-4.93101506460069,12.20408
1237680117417181189,346.78436228835,-5.00316254296004,13.83886
1237680117417050181,346.516840590463,-5.08300023579036,17.62885
1237680117417050237,346.589710323398,-5.07705853295636,16.72056
1237680065885306926,346.727507304474,-4.88292797872397,16.28572
1237680117417181344,346.790609691064,-5.08132779518416,18.33047
1237680065348501516,346.791001481623,-5.20228108394353,15.71121
1237680065348370591,346.606507913948,-5.18119112841253,18.10387
1237680117417115758,346.674430852482,-5.00551412904323,18.7848
1237680065885306907,346.67450282501,-4.87804028611882,18.45721
1237680117417115762,346.675531228701,-5.11950252651401,16.2753
1237680065885306999,346.742282460628,-4.89360927608927,17.03192
1237680117417115792,346.742944600861,-5.16807843488946,18.23822
1237680117417115701,346.743312131592,-5.0053973957784,15.56849
1237680065348501532,346.809925487996,-5.18902430101169,13.69669
1237680117417050127,346.574809489324,-4.9926365663646,13.12103
1237680117417115655,346.650018376951,-5.03930864355418,14.63995
1237680117417115746,346.651610717077,-4.97211620435946,18.99107
1237680117417181337,346.78630812236,-4.9774084172768,15.16559
1237680117417181338,346.787099827711,-4.97874432736554,19.53557
1237680117417050185,346.521122277331,-5.02458784067857,17.29096
1237680065348370544,346.522227226994,-5.16608914159429,19.41603
1237680117417115819,346.658620050822,-5.07755232718122,19.24514
1237680065885306927,346.730763094688,-4.88112059371786,18.3239
1237680117417050123,346.569893579786,-4.98004813369886,14.67437
1237680117417050230,346.570080898991,-5.15416103240404,19.29716
1237680117417115751,346.649292366322,-5.08829152931493,17.2589
1237680117417115782,346.716318693443,-5.02259401933352,19.09102
1237680065885306922,346.716485365093,-4.95632456120003,14.32632
1237680117417181354,346.800732520601,-5.04262987261568,16.64773
1237680117417181464,346.801177119576,-5.14576439558922,19.5656
1237680117417181349,346.80123608937,-4.97455585002233,18.21076
1237680065885241409,346.560626142011,-4.93634729302362,18.23998
1237680117417050223,346.560644708167,-5.08333162664142,17.91682
1237680117417050295,346.561411103438,-5.11111929660303,19.43194
1237680117417050221,346.561689210138,-4.98930560889411,19.34005
1237680117417050120,346.562615051326,-5.15304955731536,15.7734
1237680117417115738,346.64200764781,-5.04463049188604,17.22551
1237680117417115651,346.642676557906,-4.98389024139217,15.59857
1237680065885307022,346.720937734608,-4.89330843755288,18.8448
1237680117417181444,346.792826681417,-4.96296655744164,19.1
1237680117417181445,346.794461386549,-5.02716684872832,19.48059
1237680117417050274,346.545285618552,-5.11399598728686,18.77103
1237680117417050272,346.546819694908,-4.95883947975095,18.61479
1237680117417050243,346.610064849322,-5.03588850976151,16.53976
1237680117417115706,346.610166862051,-5.07118607005029,17.89088
1237680065885241470,346.6102094064,-4.87273738940852,18.2073
1237680117417116188,346.747813223549,-5.12040551482265,19.39701
1237680065348436112,346.748323329254,-5.1874205657693,17.97439
1237680117417115794,346.748499251692,-5.10162531510004,17.94704
1237680065885241406,346.543907112453,-4.90230345104995,17.81106
1237680117417050205,346.544307693691,-5.14064347132899,18.54666
1237680117417050203,346.544641565993,-5.02196246752816,17.596
1237680117417050200,346.544665711635,-5.0656458059204,16.82704
1237680117417050287,346.605978930029,-5.11443348451369,19.29001
1237680117417115790,346.740092788629,-5.08669687597233,19.0614
1237680065348501571,346.80611298542,-5.18587080392613,17.76742
1237680065885241391,346.483321675191,-4.94619972387469,16.42511
1237680117417050168,346.494530504509,-5.12334066159004,16.50147
1237680117417050444,346.509949243768,-4.98678405240705,19.42222
1237680117417050114,346.511302579191,-5.01645648847182,16.90077
1237680117417050235,346.581623594282,-5.08252031605511,19.31837
1237680065885241417,346.581790780254,-4.89527055859087,16.53486
1237680065348370642,346.582687726252,-5.20243221105809,19.42253
1237680117417115747,346.652164180061,-4.9735517751738,19.02095
1237680065885306994,346.726043062296,-4.8943744135498,17.7388
1237680117417181352,346.798862231673,-5.08563654555834,18.63636
1237680065348370907,346.598851392572,-5.18059841255503,19.40163
1237680065348435973,346.666224651097,-5.19917876723262,12.12435
1237680065885307024,346.734748237792,-4.88250404880553,19.27518
1237680117417181194,346.805778198401,-5.05459793907742,14.25001
1237680065885241402,346.541957998738,-4.92449012270039,19.0456
1237680117417050201,346.54251479906,-5.06333244043799,17.795
1237680117417181356,346.813786754032,-5.06259130370071,18.03915
1237680065348370547,346.526942933487,-5.16978765182991,17.3711
1237680117417050241,346.60056200372,-4.9978514710709,18.15024
1237680117417115821,346.668336842368,-4.97995815465104,19.34631
1237680065885306903,346.669473043471,-4.91489667197813,14.89755
1237680065348436106,346.737888098707,-5.18698320218253,17.02768
1237680117417115697,346.739722394043,-5.10585328011058,13.53874
1237680117417181202,346.81037379219,-4.97491775176284,14.83903
1237680065885372589,346.810516473881,-4.89880077686004,19.50487
1237680117417181205,346.811082727661,-4.99231593838907,14.31705

